id,title,note_format,swappable_sides,content_position,content_sub_position,content_type,markdown_content,file_url,is_correct
73,OOP 03 (Q11),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>

<p>
        The key for answering this question correctly is to have a clear view of the prototype chain.
        Here it is, from bottom to top:
</p>

<ol>
        <li>
          the <code class=""language-javascript"">bob</code> object, which happens to be a <code class=""language-javascript"">WinterStorm</code> instance.
        </li>
        <li>
          <code class=""language-javascript"">WinterStorm.prototype</code>, which happens to be a <code class=""language-javascript"">Storm</code> instance.
        </li>
        <li>
          <code class=""language-javascript"">Storm.prototype</code>.
        </li>
</ol>

<p>
        To return the value of <code class=""language-javascript"">bob.precip</code>,
        the JavaScript engine climbs up the prototype chain, checking at each ""level"" if the object has an own property named
        <code class=""language-javascript"">precip</code>.
</p>

<p>
        <code class=""language-javascript"">bob</code> doesn't have an own property named <code class=""language-javascript"">precip</code>,
        so the JavaScript goes 1 level up to look for it.
</p>

<p>
        <code class=""language-javascript"">WinterStorm.prototype</code> has an own property <code class=""language-javascript"">precip</code>,
        with the value <code class=""language-javascript"">'snow'</code>.
        The JavaScript engine has found what it was looking for and stops going up the prototype chain.
</p>

<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Inheritance_and_the_prototype_chain"" target=""_blank"" rel=""noopener noreferrer"">
            Inheritance and the prototype chain</a>.
        </li>
</ul>",,
74,OOP 04 (Q13),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">'use strict';
function logThis() {
  this.desc = 'logger';
  console.log(this);
}
new logThis();</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
74,OOP 04 (Q13),multiple_choice,,2,1,text,"<code class=""language-javascript"">undefined</code>",,
74,OOP 04 (Q13),multiple_choice,,2,2,text,"<code class=""language-javascript"">window</code>",,
74,OOP 04 (Q13),multiple_choice,,2,3,text,"<code class=""language-javascript"">{desc: ""logger""}</code>",,1
74,OOP 04 (Q13),multiple_choice,,2,4,text,"<code class=""language-javascript"">function</code>",,
74,OOP 04 (Q13),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/new"" target=""_blank"" rel=""noopener noreferrer"">
            The new operator</a>.
        </li>
        <li>
          <a href=""https://www.programiz.com/javascript/use-strict"" target=""_blank"" rel=""noopener noreferrer"">'use strict'</a>.
          Here, the <code class=""language-javascript"">'use strict'</code> doesn't impact the rest of the code.
        </li>
</ul>",,
75,OOP 05 (Q27),multiple_choice,,1,1,text,"<p>
        Which statement sets the <code class=""language-javascript"">Person</code> constructor
        as the parent of the <code class=""language-javascript"">Student</code> constructor in the prototype chain?
</p>",,
75,OOP 05 (Q27),multiple_choice,,2,1,text,"<code class=""language-javascript"">Student.parent = Person;</code>",,
75,OOP 05 (Q27),multiple_choice,,2,2,text,"<code class=""language-javascript"">Student.prototype = new Person();</code>",,1
75,OOP 05 (Q27),multiple_choice,,2,3,text,"<code class=""language-javascript"">Student.prototype = Person;</code>",,
75,OOP 05 (Q27),multiple_choice,,2,4,text,"<code class=""language-javascript"">Student.prototype = Person();</code>",,
75,OOP 05 (Q27),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Inheritance_and_the_prototype_chain"" target=""_blank"" rel=""noopener noreferrer"">
            Inheritance and the prototype chain</a>.
        </li>
</ul>",,
76,OOP 06 (Q33),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">class X {
  get Y() {
    return 42;
  }
}
const x = new X();</code></pre>

<p>
        For the previous class, how do you get the value of <code class=""language-javascript"">42</code> from an instance of <code class=""language-javascript"">X</code>?
</p>",,
76,OOP 06 (Q33),multiple_choice,,2,1,text,"<code class=""language-javascript"">x.get('Y')</code>",,
76,OOP 06 (Q33),multiple_choice,,2,2,text,"<code class=""language-javascript"">x.Y</code>",,1
76,OOP 06 (Q33),multiple_choice,,2,3,text,"<code class=""language-javascript"">x.Y()</code>",,
76,OOP 06 (Q33),multiple_choice,,2,4,text,"<code class=""language-javascript"">x.get().Y</code>",,
76,OOP 06 (Q33),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Functions/get"" target=""_blank"" rel=""noopener noreferrer"">
            get</a>.
        </li>
        <li>
          <a href=""https://www.javascripttutorial.net/es6/javascript-getters-and-setters/"" target=""_blank"" rel=""noopener noreferrer"">
            JavaScript Getters and Setters</a>.
        </li>
</ul>",,
77,OOP 07 (Q53),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">function sayHello() {
  console.log('hello');
}

console.log(sayHello.prototype);</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
77,OOP 07 (Q53),multiple_choice,,2,1,text,"<code class=""language-javascript"">undefined</code>.",,
77,OOP 07 (Q53),multiple_choice,,2,2,text,"<code class=""language-javascript"">'hello'</code>.",,
77,OOP 07 (Q53),multiple_choice,,2,3,text,an object.,,1
77,OOP 07 (Q53),multiple_choice,,2,4,text,an error message.,,
77,OOP 07 (Q53),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>

<p>
        The <code class=""language-javascript"">sayHello()</code> function, like any other JavaScript function,
        is an object which is an instance of the <code class=""language-javascript"">Function</code> object.
</p>

<p>
        The prototype of <code class=""language-javascript"">sayHello()</code> is <code class=""language-javascript"">Function.prototype</code>,
        which is an object.
</p>

<p>
        That is why the following statement prints <code class=""language-javascript"">true</code>:
</p>

<pre><code class=""language-javascript"">console.log(
  Object.getPrototypeOf(sayHello) === Function.prototype
);
// prints true</code></pre>

<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Learn/JavaScript/Objects/Object_prototypes"" target=""_blank"" rel=""noopener noreferrer"">
            Object prototypes</a>.
        </li>
</ul>",,
78,OOP 08 (Q65),multiple_choice,,1,1,text,"<p>
        Which concept is defined as a template that can be used to generate different objects that share some shape and/or behavior?
</p>",,
78,OOP 08 (Q65),multiple_choice,,2,1,text,class,,1
78,OOP 08 (Q65),multiple_choice,,2,2,text,generator function,,
78,OOP 08 (Q65),multiple_choice,,2,3,text,map,,
78,OOP 08 (Q65),multiple_choice,,2,4,text,proxy,,
78,OOP 08 (Q65),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Classes"" target=""_blank"" rel=""noopener noreferrer"">
            Classes</a>.
        </li>
</ul>",,
79,OOP 09 (Q68),multiple_choice,,1,1,text,"<p>
        Which method is called automatically when an object is initialized?
</p>",,
79,OOP 09 (Q68),multiple_choice,,2,1,text,"<code class=""language-javascript"">create()</code>",,
79,OOP 09 (Q68),multiple_choice,,2,2,text,"<code class=""language-javascript"">new()</code>",,
79,OOP 09 (Q68),multiple_choice,,2,3,text,"<code class=""language-javascript"">constructor()</code>",,1
79,OOP 09 (Q68),multiple_choice,,2,4,text,"<code class=""language-javascript"">init()</code>",,
79,OOP 09 (Q68),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Classes/constructor"" target=""_blank"" rel=""noopener noreferrer"">
            constructor</a>.
        </li>
</ul>",,
80,OOP 10 (Q80),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">class TaxCalculator {
  static calculate(total) {
    return total * 0.05;
  }
}</code></pre>
<p>
        How would you use the <code class=""language-javascript"">TaxCalculator</code> to determine the amount of tax on 50?
</p>",,
80,OOP 10 (Q80),multiple_choice,,2,1,text,"<code class=""language-javascript"">calculate(50);</code>",,
80,OOP 10 (Q80),multiple_choice,,2,2,text,"<code class=""language-javascript"">new TaxCalculator.calculate(50);</code>",,
80,OOP 10 (Q80),multiple_choice,,2,3,text,"<code class=""language-javascript"">TaxCalculator.calculate(50);</code>",,1
80,OOP 10 (Q80),multiple_choice,,2,4,text,"<code class=""language-javascript"">new TaxCalculator().calculate(50);</code>",,
80,OOP 10 (Q80),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Classes/static"" target=""_blank"" rel=""noopener noreferrer"">
            static</a>.
        </li>
</ul>",,
81,OOP 11 (Q118),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">class RainForest {
  static minimumRainFall = 60;
}

let congo = new RainForest();
RainForest.minimumRainFall = 80;
console.log(congo.minimumRainFall);</code></pre>

<p>
        What does the previous code print ot the screen?
</p>",,
81,OOP 11 (Q118),multiple_choice,,2,1,text,"<code class=""language-javascript"">undefined</code>",,1
81,OOP 11 (Q118),multiple_choice,,2,2,text,"<code class=""language-javascript"">60</code>",,
81,OOP 11 (Q118),multiple_choice,,2,3,text,"<code class=""language-javascript"">80</code>",,
81,OOP 11 (Q118),multiple_choice,,2,4,text,"<code class=""language-javascript"">null</code>",,
81,OOP 11 (Q118),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Classes/static"" target=""_blank"" rel=""noopener noreferrer"">
            static</a>.
        </li>
</ul>",,
82,OOP 12 (Q142),multiple_choice,,1,1,text,"<p>
        Which object in Javascript doesn't have a prototype?
</p>",,
82,OOP 12 (Q142),multiple_choice,,2,1,text,"<code class=""language-javascript"">Object.prototype</code>.",,1
82,OOP 12 (Q142),multiple_choice,,2,2,text,All objects have prototype.,,
82,OOP 12 (Q142),multiple_choice,,2,3,text,None of the objects have prototype.,,
82,OOP 12 (Q142),multiple_choice,,2,4,text,"<code class=""language-javascript"">Object</code>.",,
82,OOP 12 (Q142),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://fireship.io/courses/js/102-prototype-chain/"" target=""_blank"" rel=""noopener noreferrer"">
            Prototype chain</a>.
        </li>
</ul>",,
83,OOP 13 (Q43),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let arr = [];</code></pre>
<p>
        How many prototype objects are in the chain for the previous array?
</p>",,
83,OOP 13 (Q43),multiple_choice,,2,1,text,3,,
83,OOP 13 (Q43),multiple_choice,,2,2,text,2,,1
83,OOP 13 (Q43),multiple_choice,,2,3,text,0,,
83,OOP 13 (Q43),multiple_choice,,2,4,text,1,,
83,OOP 13 (Q43),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>

<p>
        Here is the prototype chain for the array <code class=""language-javascript"">arr</code>, from bottom to top:
</p>

<ol>
        <li>
          <code class=""language-javascript"">Array.prototype</code>.
          Since <code class=""language-javascript"">arr</code> is an instance of the <code class=""language-javascript"">Array</code> object,
          its prototype is <code class=""language-javascript"">Array.prototype</code>.
        </li>
        <li>
          <code class=""language-javascript"">Object.prototype</code>.
          Since <code class=""language-javascript"">Array.prototype</code> is an object, its prototype is <code class=""language-javascript"">Object.prototype</code>
        </li>
        <li>
          <code class=""language-javascript"">null</code>, which is the prototype of <code class=""language-javascript"">Object.prototype</code>,
          but it doesn't count as a prototype in the prototype chain.
        </li>
</ol>

<p>
        So <code class=""language-javascript"">arr</code> has 2 prototypes in its prototype chain.
</p>

<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://baldur.gitbook.io/js/javascript-objects/introducing-javascript-objects/prototypal-inheritance"" target=""_blank"" rel=""noopener noreferrer"">
            Prototypal inheritance</a>.
        </li>
        <li>
          <a href=""https://www.digitalocean.com/community/tutorials/understanding-prototypes-and-inheritance-in-javascript"" target=""_blank"" rel=""noopener noreferrer"">
            Understanding prototypes and inheritance in JavaScript</a>.
        </li>
</ul>",,
84,OOP 14 (Q139),multiple_choice,,1,1,text,"<p>
        In JavaScript, all objects inherit built-in properties from:
</p>",,
84,OOP 14 (Q139),multiple_choice,,2,1,text,a node.,,
84,OOP 14 (Q139),multiple_choice,,2,2,text,an instance variable.,,
84,OOP 14 (Q139),multiple_choice,,2,3,text,a prototype.,,1
84,OOP 14 (Q139),multiple_choice,,2,4,text,an accessor.,,
84,OOP 14 (Q139),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Inheritance_and_the_prototype_chain"" target=""_blank"" rel=""noopener noreferrer"">
            Inheritance and the prototype chain</a>.
        </li>
</ul>",,
85,Other built-in objects 01 (Q12),multiple_choice,,1,1,text,"<p>
        You need to match a time value such as <code class=""language-javascript"">'12:00:32'</code>.
        Which of the following regular expressions would work the best for your code?
</p>",,
85,Other built-in objects 01 (Q12),multiple_choice,,2,1,text,"<code class=""language-javascript"">/[0-9]{2,}:[0-9]{2,}:[0-9]{2,}/</code>",,
85,Other built-in objects 01 (Q12),multiple_choice,,2,2,text,"<code class=""language-javascript"">/\d\d:\d\d:\d\d/</code>",,1
85,Other built-in objects 01 (Q12),multiple_choice,,2,3,text,"<code class=""language-javascript"">/[0-9]+:[0-9]+:[0-9]+/</code>",,
85,Other built-in objects 01 (Q12),multiple_choice,,2,4,text,"<code class=""language-javascript"">/ : : /</code>",,
85,Other built-in objects 01 (Q12),multiple_choice,,3,1,text,"<p class=""subtitle"">Explanation</p>

<p>
        The regular expression <code class=""language-javascript"">/\d\d:\d\d:\d\d/</code>
        is the most correct because it will only match 2 digit time values.
        For example: <code class=""language-javascript"">'12:00:32'</code>.
</p>

<p>
        The regular expression <code class=""language-javascript"">/[0-9]{2,}:[0-9]{2,}:[0-9]{2,}/</code>
        would have worked if the repetitions range looked like <code class=""language-javascript"">[0-9]{2}</code>.
        However, because of the comma, it will select 2 or more digits.
        For example, <code class=""language-javascript"">'120:000:321'</code> matches.
</p>

<p>
        The regular expression <code class=""language-javascript"">/[0-9]+:[0-9]+:[0-9]+/</code> will match any range of time digits, 
        single and multiple. For instance, <code class=""language-javascript"">'1:2:3'</code>
        and <code class=""language-javascript"">'111:222:333'</code> match.
</p>

<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://eloquentjavascript.net/09_regexp.html"" target=""_blank"" rel=""noopener noreferrer"">
            Regular expressions</a>.
        </li>
</ul>",,
86,Other built-in objects 02 (Q18),multiple_choice,,1,1,text,"<p>
        Which method converts JSON data to a JavaScript object?
</p>",,
86,Other built-in objects 02 (Q18),multiple_choice,,2,1,text,"<code class=""language-javascript"">JSON.fromString();</code>",,
86,Other built-in objects 02 (Q18),multiple_choice,,2,2,text,"<code class=""language-javascript"">JSON.parse()</code>",,1
86,Other built-in objects 02 (Q18),multiple_choice,,2,3,text,"<code class=""language-javascript"">JSON.toObject()</code>",,
86,Other built-in objects 02 (Q18),multiple_choice,,2,4,text,"<code class=""language-javascript"">JSON.stringify()</code>",,
86,Other built-in objects 02 (Q18),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Learn/JavaScript/Objects/JSON"" target=""_blank"" rel=""noopener noreferrer"">
            Working with JSON</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/JSON/parse"" target=""_blank"" rel=""noopener noreferrer"">
            JSON.parse()</a>.
        </li>
</ul>",,
87,Other built-in objects 03 (Q23),multiple_choice,,1,1,text,"<p>
        Which statement(s) indicate a difference between collections created with Map and collections created with Object?
</p>",,
87,Other built-in objects 03 (Q23),multiple_choice,,2,1,text,You can iterate over values in a Map in their insertion order.,,1
87,Other built-in objects 03 (Q23),multiple_choice,,2,2,text,You can count the records in a Map with a single method call.,,
87,Other built-in objects 03 (Q23),multiple_choice,,2,3,text,Keys in Maps can be strings.,,
87,Other built-in objects 03 (Q23),multiple_choice,,2,4,text,You can access values in a Map without iterating over the whole collection.,,
87,Other built-in objects 03 (Q23),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Map"" target=""_blank"" rel=""noopener noreferrer"">
            Maps</a>.
            In particular, this article has a useful
            <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Map#objects_vs._maps"" target=""_blank"" rel=""noopener noreferrer"">
              table comparing Objects and Maps</a>.
        </li>
</ul>",,
88,"Other built-in objects 04 (Q54, Q153)",multiple_choice,,1,1,text,"<p>
        Which collection object allows unique value to be inserted only once?
</p>",,
88,"Other built-in objects 04 (Q54, Q153)",multiple_choice,,2,1,text,Object,,
88,"Other built-in objects 04 (Q54, Q153)",multiple_choice,,2,2,text,Set,,1
88,"Other built-in objects 04 (Q54, Q153)",multiple_choice,,2,3,text,Array,,
88,"Other built-in objects 04 (Q54, Q153)",multiple_choice,,2,4,text,Map,,
88,"Other built-in objects 04 (Q54, Q153)",multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Set"" target=""_blank"" rel=""noopener noreferrer"">
            Set</a>.
        </li>
</ul>",,
89,Other built-in objects 05 (Q130),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">const flagsJSON =
  '{ ""countries"" : [' +
  '{ ""country"":""Ireland"" , ""flag"":""🇮🇪"" },' +
  '{ ""country"":""Serbia"" , ""flag"":""🇷🇸"" },' +
  '{ ""country"":""Peru"" , ""flag"":""🇵🇪"" } ]}';

const flagDatabase = JSON.parse(flagsJSON);</code></pre>

<p>
        Which code would you use to access the Irish flag?
</p>",,
89,Other built-in objects 05 (Q130),multiple_choice,,2,1,text,"<code class=""language-javascript"">flagDatabase.countries[1].flag</code>",,
89,Other built-in objects 05 (Q130),multiple_choice,,2,2,text,"<code class=""language-javascript"">flagDatabase.countries[0].flag</code>",,1
89,Other built-in objects 05 (Q130),multiple_choice,,2,3,text,"<code class=""language-javascript"">flagDatabase[1].flag</code>",,
89,Other built-in objects 05 (Q130),multiple_choice,,2,4,text,"<code class=""language-javascript"">flagsJSON.countries[0].flag</code>",,
89,Other built-in objects 05 (Q130),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/JSON/parse"" target=""_blank"" rel=""noopener noreferrer"">
            JSON.parse()</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array"" target=""_blank"" rel=""noopener noreferrer"">
            Array</a>.
        </li>
</ul>",,
90,Other built-in objects 06 (Q137),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let cat = { type: 'tiger', size: 'large' };

let json = /* Snippet here */;

console.log(json); // '{""type"":""tiger""}'</code></pre>

<p>
        Which snippet could you add to this code to print <code class=""language-javascript"">'{""type"": ""tiger""}'</code> to the console?
</p>",,
90,Other built-in objects 06 (Q137),multiple_choice,,2,1,text,"<code class=""language-javascript"">cat.toJSON('type');</code>",,
90,Other built-in objects 06 (Q137),multiple_choice,,2,2,text,"<code class=""language-javascript"">JSON.stringify(cat, ['type']);</code>",,1
90,Other built-in objects 06 (Q137),multiple_choice,,2,3,text,"<code class=""language-javascript"">JSON.stringify(cat);</code>",,
90,Other built-in objects 06 (Q137),multiple_choice,,2,4,text,"<code class=""language-javascript"">JSON.stringify(cat, /type/);</code>",,
90,Other built-in objects 06 (Q137),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/JSON/stringify"" target=""_blank"" rel=""noopener noreferrer"">
            JSON.stringify()</a>.
        </li>
</ul>",,
91,Other built-in objects 07 (Q140),multiple_choice,,1,1,text,"<p>
        Which of the following are not server-side JavaScript objects?
</p>",,
91,Other built-in objects 07 (Q140),multiple_choice,,2,1,text,Date.,,
91,Other built-in objects 07 (Q140),multiple_choice,,2,2,text,FileUpload.,,1
91,Other built-in objects 07 (Q140),multiple_choice,,2,3,text,Function.,,
91,Other built-in objects 07 (Q140),multiple_choice,,2,4,text,All of the other solutions.,,
92,Other built-in objects 08 (Q144),multiple_choice,,1,1,text,"<p>
        How to stop an interval timer in Javascript?
</p>",,
92,Other built-in objects 08 (Q144),multiple_choice,,2,1,text,"<code class=""language-javascript"">clearInterval</code>.",,1
92,Other built-in objects 08 (Q144),multiple_choice,,2,2,text,"<code class=""language-javascript"">clearTimer</code>.",,
92,Other built-in objects 08 (Q144),multiple_choice,,2,3,text,"<code class=""language-javascript"">intervalOver</code>.",,
92,Other built-in objects 08 (Q144),multiple_choice,,2,4,text,None of the other solutions.,,
92,Other built-in objects 08 (Q144),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/API/setInterval"" target=""_blank"" rel=""noopener noreferrer"">
            setInterval() global function</a>.
        </li>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/API/clearInterval"" target=""_blank"" rel=""noopener noreferrer"">
            clearInterval() global function</a>.
        </li>
</ul>",,
93,Statements 01 (Q17),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">function addNumbers(x, y) {
  if (isNaN(x) || isNaN(y)) {
  }
}</code></pre>

<p>
        You're adding error handling to the code above.
        Which code would you include within the <code class=""language-javascript"">if</code> statement to specify an error message?
</p>",,
93,Statements 01 (Q17),multiple_choice,,2,1,text,"<code class=""language-javascript"">exception('One or both parameters are not numbers');</code>",,
93,Statements 01 (Q17),multiple_choice,,2,2,text,"<code class=""language-javascript"">catch('One or both parameters are not numbers');</code>",,
93,Statements 01 (Q17),multiple_choice,,2,3,text,"<code class=""language-javascript"">error('One or both parameters are not numbers');</code>",,
93,Statements 01 (Q17),multiple_choice,,2,4,text,"<code class=""language-javascript"">throw('One or both parameters are not numbers');</code>",,1
93,Statements 01 (Q17),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          The <a href=""https://www.javascripttutorial.net/javascript-throw-exception/"" target=""_blank"" rel=""noopener noreferrer"">
            throw</a> statement.
        </li>
</ul>

<p>
        When using <code class=""language-javascript"">throw</code>,
        it is common to throw an <code class=""language-javascript"">Error</code> object rather than a string:
</p>

<pre><code class=""language-javascript"">throw new Error('One or both parameters are not numbers');</code></pre>

<p>
        However, the syntax with the string as used above is correct: 
</p>
      
<pre><code class=""language-javascript"">throw('One or both parameters are not numbers');</code></pre>",,
94,Statements 02 (Q19),multiple_choice,,1,1,text,"<p>
        When would you use a conditional statement?
</p>",,
94,Statements 02 (Q19),multiple_choice,,2,1,text,When you want to reuse a set of statements multiple times.,,
94,Statements 02 (Q19),multiple_choice,,2,2,text,When you want your code to choose between multiple options.,,1
94,Statements 02 (Q19),multiple_choice,,2,3,text,When you want to group data together.,,
94,Statements 02 (Q19),multiple_choice,,2,4,text,When you want to loop through a group of statement.,,
94,Statements 02 (Q19),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Learn/JavaScript/Building_blocks/conditionals"" target=""_blank"" rel=""noopener noreferrer"">
            Making decisions in your code — conditionals</a>.
        </li>
</ul>",,
95,Statements 03 (Q20),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">for (var i = 0; i &lt; 5; i++) {
  console.log(i);
}</code></pre>

<p>
        What does the previous code print to the screen?
</p>",,
95,Statements 03 (Q20),multiple_choice,,2,1,text,1 2 3 4 5,,
95,Statements 03 (Q20),multiple_choice,,2,2,text,1 2 3 4,,
95,Statements 03 (Q20),multiple_choice,,2,3,text,0 1 2 3 4,,1
95,Statements 03 (Q20),multiple_choice,,2,4,text,0 1 2 3 4 5,,
95,Statements 03 (Q20),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          The <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/for"" target=""_blank"" rel=""noopener noreferrer"">
            for</a> statement.
        </li>
</ul>",,
96,Statements 04 (Q47),multiple_choice,,1,1,text,Which keyword is used to create an error?,,
96,Statements 04 (Q47),multiple_choice,,2,1,text,"<code class=""language-javascript"">throw</code>",,1
96,Statements 04 (Q47),multiple_choice,,2,2,text,"<code class=""language-javascript"">exception</code>",,
96,Statements 04 (Q47),multiple_choice,,2,3,text,"<code class=""language-javascript"">catch</code>",,
96,Statements 04 (Q47),multiple_choice,,2,4,text,"<code class=""language-javascript"">error</code>",,
96,Statements 04 (Q47),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/throw"" target=""_blank"" rel=""noopener noreferrer"">
            throw</a>.
        </li>
</ul>",,
97,Statements 05 (Q51),multiple_choice,,1,1,text,"<pre><code class=""language-javascript"">let answer = true;
if (answer === false) {
  return 0;
} else {
  return 10;
}</code></pre>
<p>
        What value does the previous code return?
</p>",,
97,Statements 05 (Q51),multiple_choice,,2,1,text,"<code class=""language-javascript"">10</code>",,1
97,Statements 05 (Q51),multiple_choice,,2,2,text,"<code class=""language-javascript"">true</code>",,
97,Statements 05 (Q51),multiple_choice,,2,3,text,"<code class=""language-javascript"">false</code>",,
97,Statements 05 (Q51),multiple_choice,,2,4,text,"<code class=""language-javascript"">0</code>",,
97,Statements 05 (Q51),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>

<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/if...else"" target=""_blank"" rel=""noopener noreferrer"">
            if...else</a>.
        </li>
</ul>",,
98,Statements 06 (Q63),multiple_choice,,1,1,text,What statement can be used to skip an iteration in a loop?,,
98,Statements 06 (Q63),multiple_choice,,2,1,text,"<code class=""language-javascript"">break</code>",,
98,Statements 06 (Q63),multiple_choice,,2,2,text,"<code class=""language-javascript"">pass</code>",,
98,Statements 06 (Q63),multiple_choice,,2,3,text,"<code class=""language-javascript"">skip</code>",,
98,Statements 06 (Q63),multiple_choice,,2,4,text,"<code class=""language-javascript"">continue</code>",,1
98,Statements 06 (Q63),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/continue"" target=""_blank"" rel=""noopener noreferrer"">
            continue</a>.
        </li>
</ul>",,
99,Statements 07 (Q99),multiple_choice,,1,1,text,Which statement can take a single expression as input and then look through a number of choices until one that matches that value is found?,,
99,Statements 07 (Q99),multiple_choice,,2,1,text,else,,
99,Statements 07 (Q99),multiple_choice,,2,2,text,when,,
99,Statements 07 (Q99),multiple_choice,,2,3,text,if,,
99,Statements 07 (Q99),multiple_choice,,2,4,text,switch,,1
99,Statements 07 (Q99),multiple_choice,,3,1,text,"<p class=""subtitle"">Resource(s):</p>
<ul>
        <li>
          <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/switch"" target=""_blank"" rel=""noopener noreferrer"">
            switch</a>.
        </li>
</ul>",,
100,Statements 08 (Q106),multiple_choice,,1,1,text,Which JavaScript loop ensures that at least a singular iteration will happen?,,
100,Statements 08 (Q106),multiple_choice,,2,1,text,"<code class=""language-javascript"">do…while</code>",,1
